task_id,amount_due,days_overdue,risk_score,customer_segment,entry_date
T1892,217.8,219,327,Corporate,2025-05-03
T2503,126.67,219,398,Retail,2025-05-03
T2701,442.79,219,412,Corporate,2025-05-03
T4423,369.19,219,621,Retail,2025-05-03
T4699,178.44,219,441,SME,2025-05-03
T0220,99.83,218,683,Corporate,2025-05-04
T3012,489.2,218,798,SME,2025-05-04
T0032,48.28,217,821,SME,2025-05-05
T0210,357.6,217,475,Corporate,2025-05-05
T0520,79.2,217,802,SME,2025-05-05
T0653,33.81,217,544,SME,2025-05-05
T0673,85.52,217,571,SME,2025-05-05
T0899,298.46,217,770,Corporate,2025-05-05
T1288,162.93,217,840,Corporate,2025-05-05
T1746,169.22,217,524,SME,2025-05-05
T1894,355.97,217,329,SME,2025-05-05
T1930,96.71,217,562,SME,2025-05-05
T2738,1396.61,217,529,Retail,2025-05-05
T2893,348.71,217,478,Retail,2025-05-05
T2959,298.32,217,681,SME,2025-05-05
T2980,953.48,217,808,Retail,2025-05-05
T3009,871.39,217,562,SME,2025-05-05
T3042,144.45,217,743,Retail,2025-05-05
T3074,158.41,217,526,Retail,2025-05-05
T3161,10.0,217,342,Retail,2025-05-05
T3289,1150.64,217,504,Retail,2025-05-05
T3515,525.33,217,686,Corporate,2025-05-05
T3705,353.58,217,828,SME,2025-05-05
T3794,233.04,217,695,Retail,2025-05-05
T3954,476.07,217,773,SME,2025-05-05
T4110,611.98,217,494,SME,2025-05-05
T4137,34.35,217,699,Corporate,2025-05-05
T4505,101.58,217,412,SME,2025-05-05
T4538,387.74,217,479,Retail,2025-05-05
T4572,487.84,217,640,Retail,2025-05-05
T4591,313.79,217,548,Retail,2025-05-05
T4654,79.26,217,625,Corporate,2025-05-05
T4865,442.37,217,593,Retail,2025-05-05
T0075,1515.49,216,497,Corporate,2025-05-06
T0470,470.01,216,535,Corporate,2025-05-06
T0572,832.46,216,405,SME,2025-05-06
T0599,185.9,216,364,Corporate,2025-05-06
T0820,1581.05,216,556,Retail,2025-05-06
T1231,813.98,216,845,Retail,2025-05-06
T1274,202.55,216,834,SME,2025-05-06
T1416,1085.29,216,541,Retail,2025-05-06
T1434,160.16,216,617,Corporate,2025-05-06
T1669,230.94,216,429,Corporate,2025-05-06
T1919,1850.71,216,500,SME,2025-05-06
T2171,378.96,216,448,Corporate,2025-05-06
T2221,274.83,216,451,Corporate,2025-05-06
T3427,441.52,216,588,Retail,2025-05-06
T3754,947.14,216,680,Corporate,2025-05-06
T4045,361.72,216,333,Corporate,2025-05-06
T4457,1862.76,216,468,Retail,2025-05-06
T4603,868.74,216,541,SME,2025-05-06
T4816,531.84,216,336,Corporate,2025-05-06
T0799,184.04,215,635,Retail,2025-05-07
T0866,3933.56,215,720,Retail,2025-05-07
T1020,222.22,215,765,SME,2025-05-07
T1064,1376.85,215,466,Retail,2025-05-07
T1638,539.37,215,714,SME,2025-05-07
T1867,610.38,215,772,SME,2025-05-07
T1891,2653.03,215,535,SME,2025-05-07
T1916,240.8,215,592,SME,2025-05-07
T1958,135.28,215,787,SME,2025-05-07
T2081,640.22,215,764,SME,2025-05-07
T2337,417.53,215,575,Retail,2025-05-07
T2643,121.95,215,331,Corporate,2025-05-07
T2684,126.53,215,485,SME,2025-05-07
T2995,108.85,215,762,Corporate,2025-05-07
T3062,69.02,215,307,Retail,2025-05-07
T3274,433.16,215,318,Corporate,2025-05-07
T3610,244.52,215,322,Retail,2025-05-07
T3695,328.6,215,804,Retail,2025-05-07
T3906,52.34,215,670,Retail,2025-05-07
T3989,118.22,215,599,Retail,2025-05-07
T4381,389.27,215,324,Retail,2025-05-07
T4389,423.07,215,338,Corporate,2025-05-07
T4917,1858.31,215,539,Corporate,2025-05-07
T4988,45.89,215,431,SME,2025-05-07
T0115,363.0,214,373,Corporate,2025-05-08
T1009,73.02,214,800,Retail,2025-05-08
T1543,102.45,214,733,Retail,2025-05-08
T1703,3067.35,214,393,SME,2025-05-08
T2598,969.87,214,686,Corporate,2025-05-08
T2831,35.61,214,817,SME,2025-05-08
T2940,436.88,214,347,Corporate,2025-05-08
T3254,100.74,214,541,Corporate,2025-05-08
T3263,339.34,214,627,SME,2025-05-08
T3516,625.75,214,576,SME,2025-05-08
T3590,198.51,214,460,SME,2025-05-08
T3814,160.45,214,674,Retail,2025-05-08
T0529,91.22,213,676,SME,2025-05-09
T0802,106.73,213,362,Retail,2025-05-09
T0817,479.44,213,534,Corporate,2025-05-09
T1035,283.09,213,562,Retail,2025-05-09
T1151,67.39,213,670,Corporate,2025-05-09
T1303,169.39,213,502,Retail,2025-05-09
T1827,1171.57,213,544,Corporate,2025-05-09
T2341,440.31,213,822,SME,2025-05-09
T2571,216.89,213,575,Corporate,2025-05-09
T2943,160.54,213,459,Retail,2025-05-09
T2956,1217.59,213,821,Corporate,2025-05-09
T3035,340.59,213,485,SME,2025-05-09
T3258,178.4,213,531,Corporate,2025-05-09
T3413,200.67,213,333,Retail,2025-05-09
T3896,573.0,213,591,SME,2025-05-09
T4421,461.31,213,713,SME,2025-05-09
T4490,109.71,213,447,Retail,2025-05-09
T0200,325.64,212,630,SME,2025-05-10
T0762,187.86,212,464,SME,2025-05-10
T2508,194.83,212,451,Corporate,2025-05-10
T2964,95.45,212,722,Retail,2025-05-10
T3011,103.09,212,397,SME,2025-05-10
T3237,46.1,212,643,Retail,2025-05-10
T3922,243.99,212,588,Corporate,2025-05-10
T4571,352.61,212,465,SME,2025-05-10
T2487,107.18,211,426,SME,2025-05-11
T3645,54.22,211,562,SME,2025-05-11
T3865,277.65,211,461,Retail,2025-05-11
T0418,133.02,210,597,SME,2025-05-12
T0508,115.52,210,625,Corporate,2025-05-12
T0826,77.21,210,428,Corporate,2025-05-12
T0831,391.29,210,751,Retail,2025-05-12
T0883,50.31,210,667,Retail,2025-05-12
T1099,89.86,210,836,SME,2025-05-12
T1110,1460.59,210,819,Retail,2025-05-12
T1118,548.42,210,824,Corporate,2025-05-12
T1249,4726.17,210,434,Corporate,2025-05-12
T1424,66.57,210,423,Retail,2025-05-12
T1454,92.0,210,410,Retail,2025-05-12
T1487,86.5,210,742,Retail,2025-05-12
T1863,189.57,210,635,Retail,2025-05-12
T1895,207.85,210,329,Retail,2025-05-12
T1999,265.41,210,426,Retail,2025-05-12
T2176,355.96,210,668,SME,2025-05-12
T2207,151.83,210,529,SME,2025-05-12
T2266,172.23,210,559,Corporate,2025-05-12
T2371,108.92,210,801,SME,2025-05-12
T2498,360.84,210,825,Retail,2025-05-12
T2662,58.0,210,562,SME,2025-05-12
T2849,286.34,210,568,SME,2025-05-12
T2926,158.3,210,427,Corporate,2025-05-12
T3252,656.05,210,722,Corporate,2025-05-12
T3351,188.0,210,571,Retail,2025-05-12
T3373,119.29,210,841,Corporate,2025-05-12
T3447,279.62,210,810,SME,2025-05-12
T3802,519.9,210,848,SME,2025-05-12
T3863,62.8,210,395,Corporate,2025-05-12
T3968,311.4,210,529,Retail,2025-05-12
T4021,86.1,210,716,Corporate,2025-05-12
T4201,2472.2,210,408,Corporate,2025-05-12
T4730,241.87,210,538,Retail,2025-05-12
T4948,637.47,210,604,SME,2025-05-12
T0040,343.59,209,469,SME,2025-05-13
T0127,207.47,209,406,Corporate,2025-05-13
T0214,135.55,209,609,Retail,2025-05-13
T0270,220.78,209,833,Corporate,2025-05-13
T0277,487.36,209,545,SME,2025-05-13
T0378,145.16,209,394,SME,2025-05-13
T0383,119.61,209,582,SME,2025-05-13
T0492,237.85,209,695,Retail,2025-05-13
T0578,206.48,209,763,Retail,2025-05-13
T1890,87.9,209,466,Retail,2025-05-13
T2067,262.13,209,840,SME,2025-05-13
T2097,104.97,209,686,SME,2025-05-13
T2108,636.47,209,305,SME,2025-05-13
T2182,214.69,209,454,SME,2025-05-13
T2416,447.71,209,315,Corporate,2025-05-13
T2458,573.99,209,410,Corporate,2025-05-13
T2752,236.78,209,545,SME,2025-05-13
T2759,744.31,209,385,Corporate,2025-05-13
T2788,340.72,209,467,Retail,2025-05-13
T2925,223.77,209,832,Corporate,2025-05-13
T3421,177.52,209,501,SME,2025-05-13
T3494,586.02,209,697,SME,2025-05-13
T3566,116.81,209,648,Corporate,2025-05-13
T3598,1968.69,209,375,SME,2025-05-13
T3599,545.56,209,366,SME,2025-05-13
T4221,1057.42,209,371,Retail,2025-05-13
T4326,41.06,209,383,Retail,2025-05-13
T0035,328.44,208,525,Retail,2025-05-14
T0179,117.38,208,498,SME,2025-05-14
T0357,11.61,208,481,SME,2025-05-14
T0547,226.68,208,586,Corporate,2025-05-14
T0560,787.93,208,585,SME,2025-05-14
T1417,422.38,208,501,SME,2025-05-14
T1741,1157.28,208,472,Retail,2025-05-14
T2381,462.62,208,386,Retail,2025-05-14
T2489,469.82,208,576,Retail,2025-05-14
T2911,150.59,208,633,Retail,2025-05-14
T3391,937.02,208,609,Retail,2025-05-14
T3498,1285.46,208,311,SME,2025-05-14
T4088,100.12,208,322,Retail,2025-05-14
T4396,66.25,208,592,Corporate,2025-05-14
T4434,635.08,208,761,SME,2025-05-14
T4711,270.63,208,508,Retail,2025-05-14
T0001,1210.2,207,341,Corporate,2025-05-15
T0587,506.74,207,846,Retail,2025-05-15
T0855,4410.32,207,771,SME,2025-05-15
T0960,35.79,207,801,SME,2025-05-15
T1060,869.54,207,527,SME,2025-05-15
T1985,96.8,207,628,Retail,2025-05-15
T2315,395.12,207,765,Corporate,2025-05-15
T2324,90.25,207,320,Corporate,2025-05-15
T2566,108.34,207,631,Corporate,2025-05-15
T2646,1472.22,207,333,Retail,2025-05-15
T2724,39.92,207,500,SME,2025-05-15
T2889,361.94,207,700,SME,2025-05-15
T2902,38.33,207,390,SME,2025-05-15
T2944,873.23,207,455,SME,2025-05-15
T3072,200.09,207,723,SME,2025-05-15
T3654,447.52,207,753,Retail,2025-05-15
T3932,179.56,207,631,SME,2025-05-15
T4393,48.48,207,736,Corporate,2025-05-15
T4452,48.2,207,301,SME,2025-05-15
T4674,93.44,207,580,SME,2025-05-15
T4712,2159.33,207,775,SME,2025-05-15
T0141,468.45,206,513,Retail,2025-05-16
T0160,408.02,206,365,Corporate,2025-05-16
T0307,44.59,206,838,Corporate,2025-05-16
T0787,95.99,206,387,Retail,2025-05-16
T0807,112.06,206,469,Retail,2025-05-16
T1160,155.97,206,829,Corporate,2025-05-16
T1720,150.55,206,336,SME,2025-05-16
T2099,15.43,206,588,Corporate,2025-05-16
T2194,59.41,206,453,Retail,2025-05-16
T2423,412.47,206,338,Corporate,2025-05-16
T2600,142.77,206,721,SME,2025-05-16
T3050,83.9,206,512,Corporate,2025-05-16
T3529,3450.35,206,531,SME,2025-05-16
T3951,266.89,206,376,SME,2025-05-16
T4011,153.75,206,596,Corporate,2025-05-16
T4853,380.06,206,403,SME,2025-05-16
T1707,437.98,205,792,SME,2025-05-17
T2253,275.67,205,677,SME,2025-05-17
T2456,271.34,205,430,Retail,2025-05-17
T2556,364.74,205,365,SME,2025-05-17
T4019,332.73,205,846,Corporate,2025-05-17
T0961,1955.53,204,385,SME,2025-05-18
T3995,394.26,204,737,SME,2025-05-18
T4186,165.42,204,696,Retail,2025-05-18
T0034,149.43,203,608,SME,2025-05-19
T0632,442.52,203,781,Corporate,2025-05-19
T0858,2279.02,203,502,Retail,2025-05-19
T0912,81.98,203,629,Retail,2025-05-19
T1079,433.71,203,470,SME,2025-05-19
T1694,191.92,203,412,Retail,2025-05-19
T1769,392.39,203,471,Retail,2025-05-19
T1865,61.04,203,722,SME,2025-05-19
T2117,859.37,203,475,Corporate,2025-05-19
T2119,115.69,203,385,SME,2025-05-19
T2120,770.91,203,350,Corporate,2025-05-19
T2413,418.55,203,706,Corporate,2025-05-19
T2448,215.78,203,817,Retail,2025-05-19
T2531,795.56,203,426,Retail,2025-05-19
T2606,116.76,203,558,Corporate,2025-05-19
T2833,212.21,203,524,Corporate,2025-05-19
T2951,566.69,203,781,SME,2025-05-19
T3053,954.4,203,520,SME,2025-05-19
T3424,82.86,203,621,SME,2025-05-19
T3656,59.29,203,719,Retail,2025-05-19
T3691,83.41,203,565,Retail,2025-05-19
T3909,387.29,203,403,Corporate,2025-05-19
T4287,89.56,203,809,Retail,2025-05-19
T4574,985.95,203,536,Corporate,2025-05-19
T4684,277.39,203,653,Corporate,2025-05-19
T4685,418.03,203,360,Corporate,2025-05-19
T4765,422.11,203,320,Retail,2025-05-19
T4788,475.65,203,746,Corporate,2025-05-19
T1418,205.55,202,669,Retail,2025-05-20
T1542,276.4,202,464,SME,2025-05-20
T1548,1458.09,202,727,Corporate,2025-05-20
T1566,833.18,202,822,Corporate,2025-05-20
T1613,252.21,202,675,Corporate,2025-05-20
T1621,216.06,202,374,Corporate,2025-05-20
T1801,192.63,202,364,Retail,2025-05-20
T2071,99.6,202,446,Corporate,2025-05-20
T2074,135.95,202,641,SME,2025-05-20
T2106,409.31,202,689,Retail,2025-05-20
T2267,95.03,202,384,SME,2025-05-20
T2336,84.52,202,663,Corporate,2025-05-20
T2616,420.16,202,819,SME,2025-05-20
T2799,770.85,202,461,SME,2025-05-20
T2800,36.05,202,524,SME,2025-05-20
T2810,632.63,202,544,Retail,2025-05-20
T2903,662.13,202,846,SME,2025-05-20
T3439,715.78,202,385,Retail,2025-05-20
T3451,211.56,202,323,Corporate,2025-05-20
T3726,530.11,202,818,SME,2025-05-20
T3825,398.35,202,435,Corporate,2025-05-20
T3857,80.81,202,483,Corporate,2025-05-20
T4070,144.84,202,807,SME,2025-05-20
T4424,328.94,202,359,SME,2025-05-20
T4472,152.94,202,461,Retail,2025-05-20
T4509,114.43,202,402,Retail,2025-05-20
T4794,84.19,202,445,Retail,2025-05-20
T4921,120.62,202,356,Corporate,2025-05-20
T0393,165.36,201,581,Retail,2025-05-21
T0652,991.77,201,850,SME,2025-05-21
T1153,108.88,201,434,Retail,2025-05-21
T1327,130.21,201,495,SME,2025-05-21
T1421,390.84,201,535,SME,2025-05-21
T1593,1639.52,201,579,SME,2025-05-21
T2214,490.13,201,623,Retail,2025-05-21
T2294,2513.97,201,483,Corporate,2025-05-21
T2588,216.73,201,507,SME,2025-05-21
T2888,377.31,201,460,Retail,2025-05-21
T3073,429.81,201,472,Corporate,2025-05-21
T3081,518.27,201,339,Corporate,2025-05-21
T3606,39.38,201,459,SME,2025-05-21
T3798,1303.4,201,791,Retail,2025-05-21
T4111,203.19,201,315,SME,2025-05-21
T4484,352.05,201,456,SME,2025-05-21
T4522,221.23,201,376,Retail,2025-05-21
T4668,380.25,201,344,Retail,2025-05-21
T4719,161.95,201,443,Retail,2025-05-21
T0930,175.85,200,749,Retail,2025-05-22
T1311,297.4,200,420,Retail,2025-05-22
T1666,173.72,200,672,Retail,2025-05-22
T1996,464.47,200,606,SME,2025-05-22
T2034,219.44,200,827,SME,2025-05-22
T2319,1178.75,200,805,Retail,2025-05-22
T2505,288.19,200,789,Corporate,2025-05-22
T2510,671.87,200,727,SME,2025-05-22
T2560,23.05,200,721,SME,2025-05-22
T2963,204.03,200,615,SME,2025-05-22
T3239,196.21,200,302,SME,2025-05-22
T3307,130.71,200,523,SME,2025-05-22
T3461,652.76,200,526,Retail,2025-05-22
T3643,130.43,200,716,SME,2025-05-22
T4059,96.6,200,399,Retail,2025-05-22
T4074,195.77,200,597,Corporate,2025-05-22
T4126,879.08,200,773,SME,2025-05-22
T4315,97.09,200,317,Corporate,2025-05-22
T4466,35.79,200,310,Retail,2025-05-22
T4532,47.82,200,402,Retail,2025-05-22
T4755,533.87,200,601,Retail,2025-05-22
T4781,162.55,200,577,Corporate,2025-05-22
T4995,664.3,200,803,SME,2025-05-22
T0013,340.0,199,629,Retail,2025-05-23
T0144,808.74,199,538,Retail,2025-05-23
T0266,14.33,199,468,Retail,2025-05-23
T0295,633.53,199,840,Corporate,2025-05-23
T0301,83.15,199,375,Corporate,2025-05-23
T0919,66.9,199,464,Corporate,2025-05-23
T0933,104.98,199,744,SME,2025-05-23
T2149,67.13,199,753,SME,2025-05-23
T2275,142.38,199,591,Corporate,2025-05-23
T2494,324.2,199,799,Retail,2025-05-23
T3593,665.54,199,393,Corporate,2025-05-23
T4506,119.89,199,322,Retail,2025-05-23
T4686,147.54,199,751,Retail,2025-05-23
T0057,52.31,198,727,Retail,2025-05-24
T3194,109.53,198,421,Retail,2025-05-24
T4606,1356.13,198,707,Retail,2025-05-24
T2463,122.42,197,824,SME,2025-05-25
T2715,68.23,197,387,SME,2025-05-25
T0026,103.62,196,496,SME,2025-05-26
T0107,1121.36,196,762,SME,2025-05-26
T0198,383.72,196,508,Corporate,2025-05-26
T0532,174.71,196,700,Retail,2025-05-26
T0534,263.91,196,501,SME,2025-05-26
T0581,109.39,196,627,Retail,2025-05-26
T0597,853.66,196,725,Retail,2025-05-26
T1094,150.96,196,712,Retail,2025-05-26
T1175,115.65,196,682,Corporate,2025-05-26
T1276,222.12,196,607,Corporate,2025-05-26
T1365,2034.33,196,808,Corporate,2025-05-26
T1375,677.77,196,702,Corporate,2025-05-26
T1492,110.39,196,455,Retail,2025-05-26
T1504,862.74,196,547,SME,2025-05-26
T1656,248.04,196,545,Corporate,2025-05-26
T1799,580.02,196,422,Corporate,2025-05-26
T2060,603.11,196,382,Corporate,2025-05-26
T2811,595.43,196,405,Retail,2025-05-26
T3084,187.57,196,671,Retail,2025-05-26
T3257,43.19,196,622,SME,2025-05-26
T3281,194.05,196,495,SME,2025-05-26
T3284,739.77,196,788,Retail,2025-05-26
T3294,357.89,196,798,Retail,2025-05-26
T3423,246.5,196,441,SME,2025-05-26
T3672,69.34,196,800,Corporate,2025-05-26
T3800,586.08,196,827,SME,2025-05-26
T3961,260.36,196,556,Retail,2025-05-26
T4028,99.58,196,677,Retail,2025-05-26
T4069,404.11,196,745,Retail,2025-05-26
T4807,599.35,196,300,Retail,2025-05-26
T4888,618.98,196,589,SME,2025-05-26
T4908,641.57,196,656,Retail,2025-05-26
T4954,486.44,196,521,Retail,2025-05-26
T0308,249.26,195,301,Corporate,2025-05-27
T0474,51.66,195,693,Retail,2025-05-27
T0713,753.65,195,509,Corporate,2025-05-27
T1505,643.29,195,815,Corporate,2025-05-27
T1839,205.17,195,836,Corporate,2025-05-27
T1960,385.25,195,477,Retail,2025-05-27
T2178,358.74,195,601,SME,2025-05-27
T2771,345.48,195,473,Retail,2025-05-27
T2781,281.08,195,333,SME,2025-05-27
T2914,59.11,195,473,Corporate,2025-05-27
T3169,1230.29,195,718,Corporate,2025-05-27
T3476,523.83,195,387,SME,2025-05-27
T3714,23.13,195,641,Retail,2025-05-27
T3937,70.2,195,609,Corporate,2025-05-27
T3985,927.45,195,569,SME,2025-05-27
T4130,52.68,195,653,Retail,2025-05-27
T4517,253.14,195,415,Retail,2025-05-27
T4527,179.45,195,382,SME,2025-05-27
T4680,182.62,195,677,Retail,2025-05-27
T4994,1532.16,195,656,Retail,2025-05-27
T0024,36.17,194,656,Retail,2025-05-28
T0172,506.86,194,554,SME,2025-05-28
T0593,118.61,194,524,Corporate,2025-05-28
T0644,651.97,194,535,Corporate,2025-05-28
T0710,23.99,194,310,Corporate,2025-05-28
T0871,485.83,194,844,SME,2025-05-28
T1053,206.09,194,520,SME,2025-05-28
T1216,97.3,194,598,Retail,2025-05-28
T1285,90.22,194,560,Retail,2025-05-28
T1728,252.42,194,518,Corporate,2025-05-28
T1832,39.38,194,707,SME,2025-05-28
T1859,147.43,194,390,SME,2025-05-28
T2041,211.87,194,608,SME,2025-05-28
T2575,138.47,194,575,SME,2025-05-28
T2853,170.75,194,350,Corporate,2025-05-28
T2906,328.46,194,640,SME,2025-05-28
T3145,78.86,194,488,Corporate,2025-05-28
T3401,103.76,194,354,Corporate,2025-05-28
T3879,79.46,194,781,SME,2025-05-28
T3887,378.92,194,691,SME,2025-05-28
T4168,179.41,194,361,Corporate,2025-05-28
T4309,491.96,194,489,Corporate,2025-05-28
T4339,159.61,194,844,Retail,2025-05-28
T4665,92.17,194,614,SME,2025-05-28
T4754,54.32,194,512,Retail,2025-05-28
T4939,283.31,194,724,SME,2025-05-28
T4958,176.08,194,803,SME,2025-05-28
T0071,91.33,193,683,Retail,2025-05-29
T0085,226.7,193,313,Retail,2025-05-29
T0285,140.75,193,628,Retail,2025-05-29
T0659,336.69,193,302,Retail,2025-05-29
T0798,44.77,193,414,Corporate,2025-05-29
T0927,495.83,193,702,SME,2025-05-29
T1072,337.36,193,564,Retail,2025-05-29
T1199,715.19,193,724,Retail,2025-05-29
T1394,451.11,193,508,Corporate,2025-05-29
T2190,307.83,193,533,SME,2025-05-29
T2291,381.49,193,680,Retail,2025-05-29
T2328,159.55,193,609,Corporate,2025-05-29
T2340,842.6,193,655,SME,2025-05-29
T3331,793.15,193,791,Corporate,2025-05-29
T3434,49.5,193,561,Corporate,2025-05-29
T3547,1311.63,193,745,Retail,2025-05-29
T3607,3861.37,193,722,Corporate,2025-05-29
T3648,309.23,193,770,Corporate,2025-05-29
T3982,119.56,193,823,Corporate,2025-05-29
T4006,2144.05,193,653,Corporate,2025-05-29
T4031,162.01,193,729,SME,2025-05-29
T4143,652.88,193,515,Retail,2025-05-29
T4501,983.15,193,465,Corporate,2025-05-29
T4641,183.05,193,339,Retail,2025-05-29
T4744,859.64,193,776,Corporate,2025-05-29
T4777,40.73,193,591,Corporate,2025-05-29
T4810,131.85,193,344,Corporate,2025-05-29
T4822,165.15,193,794,Retail,2025-05-29
T4831,415.83,193,765,Corporate,2025-05-29
T4883,623.18,193,793,SME,2025-05-29
T4894,109.8,193,401,SME,2025-05-29
T0484,216.12,192,742,SME,2025-05-30
T0674,19.46,192,475,Retail,2025-05-30
T0717,397.89,192,594,SME,2025-05-30
T1083,149.82,192,702,SME,2025-05-30
T1237,1140.41,192,579,Retail,2025-05-30
T1571,146.51,192,367,SME,2025-05-30
T2200,238.72,192,792,Retail,2025-05-30
T2259,262.86,192,668,Corporate,2025-05-30
T2286,48.81,192,339,Retail,2025-05-30
T2644,62.46,192,833,Corporate,2025-05-30
T2852,438.23,192,378,Corporate,2025-05-30
T2938,147.61,192,805,Retail,2025-05-30
T3585,289.84,192,543,Retail,2025-05-30
T3611,384.92,192,492,Retail,2025-05-30
T3663,981.92,192,574,SME,2025-05-30
T3808,1508.39,192,640,SME,2025-05-30
T4179,317.31,192,689,Corporate,2025-05-30
T4583,1103.49,192,696,Corporate,2025-05-30
T4611,1600.74,192,470,SME,2025-05-30
T4660,117.84,192,523,Corporate,2025-05-30
T0718,176.74,191,848,Corporate,2025-05-31
T1032,752.23,191,789,Retail,2025-05-31
T1522,291.81,191,602,Retail,2025-05-31
T1907,208.5,191,728,Retail,2025-05-31
T2344,81.6,191,515,Retail,2025-05-31
T3698,47.25,191,838,SME,2025-05-31
T4950,256.69,191,535,Corporate,2025-05-31
T0460,279.44,190,588,SME,2025-06-01
T2048,701.18,190,829,Retail,2025-06-01
T2603,162.62,190,454,Corporate,2025-06-01
T0086,211.13,189,445,SME,2025-06-02
T0319,457.82,189,515,SME,2025-06-02
T0386,393.61,189,612,Corporate,2025-06-02
T0455,500.56,189,670,Corporate,2025-06-02
T0605,40.16,189,834,Retail,2025-06-02
T0946,599.43,189,510,SME,2025-06-02
T0990,122.69,189,712,SME,2025-06-02
T1178,358.64,189,307,Retail,2025-06-02
T1413,458.6,189,316,Retail,2025-06-02
T1451,228.29,189,458,Retail,2025-06-02
T1693,515.62,189,603,Retail,2025-06-02
T1695,467.06,189,526,SME,2025-06-02
T1926,70.48,189,336,Corporate,2025-06-02
T2053,495.9,189,607,SME,2025-06-02
T2441,106.61,189,701,Retail,2025-06-02
T2760,115.15,189,703,Retail,2025-06-02
T2904,114.73,189,597,Retail,2025-06-02
T3078,160.36,189,842,Retail,2025-06-02
T3085,387.34,189,844,Retail,2025-06-02
T3118,20.1,189,328,SME,2025-06-02
T3196,482.69,189,478,Retail,2025-06-02
T3524,66.91,189,441,SME,2025-06-02
T3711,490.7,189,717,SME,2025-06-02
T4236,197.06,189,362,Retail,2025-06-02
T4327,938.31,189,371,SME,2025-06-02
T4628,755.2,189,782,Retail,2025-06-02
T4733,197.81,189,585,Corporate,2025-06-02
T4826,759.72,189,481,Retail,2025-06-02
T0159,524.97,188,401,SME,2025-06-03
T0184,2308.2,188,693,Retail,2025-06-03
T0221,188.52,188,487,Corporate,2025-06-03
T0436,1454.55,188,517,SME,2025-06-03
T0551,181.21,188,437,SME,2025-06-03
T0625,729.31,188,713,Retail,2025-06-03
T0856,323.23,188,686,SME,2025-06-03
T0959,498.3,188,324,SME,2025-06-03
T1269,133.87,188,487,Corporate,2025-06-03
T1494,386.29,188,835,Corporate,2025-06-03
T1544,226.59,188,376,Corporate,2025-06-03
T1789,498.05,188,671,Corporate,2025-06-03
T1814,272.33,188,801,SME,2025-06-03
T2038,106.02,188,494,Corporate,2025-06-03
T2234,173.27,188,671,Retail,2025-06-03
T2414,70.14,188,472,SME,2025-06-03
T2469,432.58,188,736,SME,2025-06-03
T2507,3072.88,188,631,Retail,2025-06-03
T2536,312.83,188,718,SME,2025-06-03
T2710,833.3,188,396,Retail,2025-06-03
T2736,682.83,188,350,Retail,2025-06-03
T2740,38.38,188,739,Retail,2025-06-03
T3077,135.01,188,785,Retail,2025-06-03
T3377,270.81,188,562,Retail,2025-06-03
T3428,345.77,188,496,SME,2025-06-03
T3707,131.51,188,713,Corporate,2025-06-03
T3747,522.13,188,539,SME,2025-06-03
T3756,276.84,188,674,Retail,2025-06-03
T4044,364.3,188,527,Corporate,2025-06-03
T4123,964.01,188,639,Retail,2025-06-03
T4149,195.41,188,538,SME,2025-06-03
T4294,347.92,188,380,Corporate,2025-06-03
T4364,28.36,188,448,SME,2025-06-03
T4368,159.91,188,814,Corporate,2025-06-03
T4378,581.55,188,343,Retail,2025-06-03
T4582,79.67,188,403,Corporate,2025-06-03
T4757,625.81,188,490,Corporate,2025-06-03
T4847,450.45,188,437,SME,2025-06-03
T0029,841.13,187,499,Retail,2025-06-04
T0498,269.84,187,528,Corporate,2025-06-04
T0548,114.96,187,552,Retail,2025-06-04
T0728,795.36,187,779,Retail,2025-06-04
T0885,139.28,187,840,Retail,2025-06-04
T1858,720.32,187,492,Retail,2025-06-04
T2172,115.52,187,715,Corporate,2025-06-04
T2238,272.23,187,521,Retail,2025-06-04
T2297,701.03,187,378,SME,2025-06-04
T3304,193.29,187,701,SME,2025-06-04
T3473,25.12,187,754,Corporate,2025-06-04
T3712,114.5,187,563,Corporate,2025-06-04
T3897,750.69,187,513,SME,2025-06-04
T3920,133.17,187,325,Corporate,2025-06-04
T4117,604.99,187,646,SME,2025-06-04
T4561,241.83,187,573,SME,2025-06-04
T4769,215.37,187,804,Corporate,2025-06-04
T4834,143.18,187,549,SME,2025-06-04
T0051,658.63,186,714,SME,2025-06-05
T0114,53.14,186,656,SME,2025-06-05
T0516,30.73,186,351,Corporate,2025-06-05
T1126,470.97,186,678,SME,2025-06-05
T1376,77.53,186,775,Corporate,2025-06-05
T1585,393.49,186,365,Corporate,2025-06-05
T1629,114.23,186,526,SME,2025-06-05
T1798,364.77,186,407,Retail,2025-06-05
T1804,55.45,186,561,Retail,2025-06-05
T2228,69.85,186,843,Retail,2025-06-05
T2542,288.84,186,491,Retail,2025-06-05
T2543,1161.24,186,752,Corporate,2025-06-05
T2567,681.83,186,394,SME,2025-06-05
T2631,74.22,186,460,Corporate,2025-06-05
T2839,259.74,186,691,Corporate,2025-06-05
T3036,73.02,186,536,SME,2025-06-05
T3199,713.45,186,697,Corporate,2025-06-05
T3271,313.93,186,580,SME,2025-06-05
T3505,756.48,186,317,Corporate,2025-06-05
T4581,1043.5,186,652,Corporate,2025-06-05
T4997,271.55,186,363,SME,2025-06-05
T0134,283.54,185,415,SME,2025-06-06
